Id,District,Address,Number,Area,Rent,Bedrooms,Sq.Mt,Floor,Outer,Elevator,Penthouse,Cottage,Duplex,Semidetached,Cluster
1075,Arganzuela,Piso en calle la Caoba,,Acacias,1350,2.0,90,1.0,1.0,1.0,0,0,0,0,1
1076,Arganzuela,Piso en calle Gasómetro,24,Gasómetro,875,1.0,50,7.0,1.0,1.0,0,0,0,0,1
1077,Arganzuela,Piso en paseo de la Esperanza,8,Esperanza,850,1.0,60,3.0,1.0,1.0,0,0,0,0,1
1078,Arganzuela,Piso en paseo de la Esperanza,8,Esperanza,850,1.0,60,3.0,1.0,1.0,0,0,0,0,1
1079,Arganzuela,Piso en paseo de las Delicias,77,Delicias,630,1.0,40,0.0,0.0,0.0,0,0,0,0,5
1080,Arganzuela,Piso en calle del Oriana,,Oriana,1050,1.0,50,3.0,1.0,1.0,0,0,0,0,1
1081,Arganzuela,Piso en paseo Imperial,2,Imperial,850,1.0,58,1.0,1.0,1.0,0,0,0,0,1
1082,Arganzuela,Piso en calle de Sodio,1,Sodio,1300,2.0,80,1.0,1.0,1.0,0,0,0,0,1
1083,Arganzuela,Estudio en calle toledo,120,Toledo,750,,50,1.0,0.0,1.0,0,0,0,0,5
1084,Barajas,Piso en calle del Gran Poder,14,Barajas,750,2.0,75,0.0,1.0,0.0,0,0,0,0,3
1085,Barajas,Piso en Casco Histórico de Barajas,,Barajas,800,2.0,90,,,0.0,0,0,0,0,3
1086,Barajas,Piso en calle de saturno,1,Barajas,800,2.0,90,0.0,1.0,0.0,0,0,0,0,3
1087,Barajas,Piso en Timón,,Barajas,950,3.0,90,3.0,1.0,1.0,0,0,0,0,3
1088,Barajas,Piso en Alameda de Osuna,,Barajas,1200,3.0,87,1.0,1.0,1.0,0,0,0,0,3
1090,Barajas,Piso en Alameda de Osuna,,Barajas,1400,3.0,125,7.0,1.0,1.0,0,0,0,0,3
1091,Barajas,Piso en calle de la bahia de cadiz,,Barajas,1250,2.0,100,1.0,1.0,1.0,0,0,0,0,3
1092,Barajas,Piso en calle de Ayerbe,,Barajas,700,1.0,52,3.0,1.0,1.0,0,0,0,0,3
1093,Barajas,Piso en GALERA,,Barajas,1200,4.0,117,9.0,1.0,1.0,0,0,0,0,3
1094,Barajas,Ático en Balcanica,3,Barajas,1250,2.0,156,4.0,1.0,1.0,1,0,0,0,3
1095,Barajas,Piso en calle Alhaurín,,Barajas,995,3.0,86,2.0,1.0,1.0,0,0,0,0,3
1097,Barajas,Piso en calle playa de Zarauz,21,Barajas,1100,2.0,80,2.0,1.0,1.0,0,0,0,0,3
1098,Barajas,Piso en calle Alhaurín,,Barajas,995,3.0,86,2.0,1.0,1.0,0,0,0,0,3
1099,Barajas,Piso en avenida de Logroño,112,Barajas,950,2.0,80,4.0,1.0,1.0,0,0,0,0,3
1100,Barajas,Piso en calle Balandro,40,Barajas,1200,3.0,120,3.0,1.0,1.0,0,0,0,0,3
1101,Barajas,Piso en Campo de las Naciones-Corralejos,,Barajas,1400,3.0,101,1.0,1.0,1.0,0,0,0,0,3
1102,Barajas,Ático en calle Aeronave,19,Barajas,1200,3.0,100,4.0,1.0,1.0,1,0,0,0,3
1103,Barajas,Piso en calle Bergantín,4,Barajas,1500,4.0,125,3.0,1.0,1.0,0,0,0,0,3
1104,Barajas,Dúplex en calle Nuestra Señora de Araceli,1,Barajas,1200,1.0,60,2.0,1.0,1.0,0,0,1,0,3
1105,Barajas,Piso en Casco Histórico de Barajas,,Barajas,800,2.0,70,0.0,1.0,0.0,0,0,0,0,3
1106,Barajas,Piso en Alameda de Osuna,,Barajas,1000,3.0,118,2.0,1.0,1.0,0,0,0,0,3
1107,Centro,Piso en calle san ildefonso,,Lavapiés-Embajadores,950,1.0,50,3.0,1.0,,0,0,0,0,1
1108,Centro,Ático en calle Calle del Prado,,Huertas-Cortes,1600,1.0,50,4.0,1.0,1.0,1,0,0,0,2
1109,Centro,Piso en San Hermenegildo,,Chueca-Justicia,700,1.0,50,0.0,1.0,1.0,0,0,0,0,1
1110,Centro,Piso en Lavapiés-Embajadores,,Lavapiés-Embajadores,750,1.0,39,1.0,0.0,0.0,0,0,0,0,5
1111,Centro,Piso en CHUECA,s/n,Chueca-Justicia,900,1.0,50,4.0,0.0,0.0,0,0,0,0,5
1112,Centro,Ático en Malasaña-Universidad,,Malasaña-Universidad,1200,1.0,50,5.0,1.0,1.0,1,0,0,0,2
1113,Centro,Estudio en calle Velarde,6,Chueca-Justicia,650,,25,2.0,0.0,0.0,0,0,0,0,5
1114,Centro,Ático en calle de cedaceros,,Sol,1400,2.0,65,6.0,1.0,1.0,1,0,0,0,2
1115,Centro,Piso en calle SAN LEONARDO,,Chueca-Justicia,1200,2.0,91,2.0,1.0,0.0,0,0,0,0,1
1116,Centro,Piso en Palacio,,Palacio,2300,2.0,132,4.0,1.0,1.0,0,0,0,0,1
1117,Centro,Piso en Palacio,,Palacio,1400,2.0,75,2.0,1.0,1.0,0,0,0,0,1
1118,Centro,Piso en calle de la Verónica,7,Chueca-Justicia,850,1.0,50,2.0,0.0,0.0,0,0,0,0,5
1119,Centro,Piso en ESCALINATA,,Escalinata,1400,2.0,80,2.0,1.0,1.0,0,0,0,0,1
1120,Centro,Piso en Malasaña-Universidad,,Malasaña-Universidad,1200,1.0,50,4.0,1.0,1.0,0,0,0,0,1
1121,Centro,Dúplex en travesía conde,,Chueca-Justicia,1000,1.0,60,1.0,1.0,0.0,0,0,1,0,1
1122,Centro,Piso en MARQUES DE LA ENSENADA,,Chueca-Justicia,1150,1.0,55,2.0,1.0,1.0,0,0,0,0,1
1123,Centro,Piso en calle de San Ildefonso,4,Lavapiés-Embajadores,1000,2.0,69,4.0,1.0,1.0,0,0,0,0,1
1124,Centro,Ático en calle de valencia,21,Lavapiés-Embajadores,1500,1.0,109,7.0,1.0,1.0,1,0,0,0,2
1125,Centro,Estudio en calle de Fuencarral,40,Chueca-Justicia,1200,,70,3.0,0.0,1.0,0,0,0,0,5
1126,Centro,Piso en calle de San Vicente Ferrer,60,Chueca-Justicia,900,1.0,40,1.0,0.0,1.0,0,0,0,0,5
1127,Centro,Piso en calle Santo Tome,6,Chueca-Justicia,1300,1.0,73,1.0,0.0,0.0,0,0,0,0,5
1128,Centro,Piso en Palacio,,Palacio,1400,2.0,60,2.0,1.0,1.0,0,0,0,0,1
1129,Centro,Piso en Lavapiés-Embajadores,,Lavapiés-Embajadores,750,1.0,45,2.0,1.0,1.0,0,0,0,0,1
1130,Centro,Piso en costanilla de los Átngeles,,Sol,1500,2.0,91,3.0,1.0,1.0,0,0,0,0,1
1131,Centro,Ático en calle de Valverde,10,Huertas-Cortes,1200,,45,5.0,1.0,1.0,1,0,0,0,2
1133,Centro,Piso en Chueca,s/n,Chueca-Justicia,1900,4.0,175,2.0,1.0,1.0,0,0,0,0,1
1134,Centro,Piso en calle del Amparo,40,Huertas-Cortes,700,1.0,40,0.0,0.0,0.0,0,0,0,0,5
1135,Centro,Piso en Malasaña-Universidad,,Malasaña-Universidad,1155,1.0,70,1.0,1.0,1.0,0,0,0,0,1
1136,Centro,Piso en calle echegaray,,Chueca-Justicia,1250,1.0,55,1.0,0.0,1.0,0,0,0,0,5
1137,Centro,Estudio en calle de la ensenada,,Chueca-Justicia,2150,,65,9.0,1.0,1.0,0,0,0,0,1
1138,Centro,Piso en calle del tesoro,,Huertas-Cortes,1150,1.0,24,2.0,,,0,0,0,0,5
1139,Centro,Piso en plaza de españa,,plaza de España,1650,1.0,72,6.0,1.0,1.0,0,0,0,0,1
1140,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,7500,5.0,557,2.0,1.0,1.0,0,0,0,0,1
1141,Centro,Piso en campoamor,,Malasaña-Universidad,3200,4.0,208,3.0,1.0,1.0,0,0,0,0,1
1142,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,7500,5.0,557,2.0,1.0,1.0,0,0,0,0,1
1143,Centro,Piso en calle de carretas,31,Sol,1500,3.0,114,3.0,1.0,1.0,0,0,0,0,1
1144,Centro,Piso en alameda,12,Sol,2000,2.0,95,2.0,1.0,1.0,0,0,0,0,1
1145,Centro,Piso en calle de Manuel Fernández y González,,Chueca-Justicia,1300,1.0,78,-1.0,1.0,1.0,0,0,0,0,1
1146,Centro,Piso en calle conde de xiquena,6,Chueca-Justicia,3105,2.0,120,3.0,1.0,1.0,0,0,0,0,1
1147,Centro,Piso en calle de Espoz y Mina,,Chueca-Justicia,1400,2.0,65,5.0,1.0,1.0,0,0,0,0,1
1148,Centro,Piso en calle de la palma,,Malasaña-Universidad,1400,1.0,52,1.0,0.0,,0,0,0,0,5
1149,Centro,Piso en Leganitos,,Palacio,990,1.0,50,2.0,1.0,1.0,0,0,0,0,1
1150,Centro,Piso en calle del hospital,12,Lavapiés-Embajadores,850,2.0,52,1.0,,1.0,0,0,0,0,1
1151,Centro,Piso en calle de Moratín,,Huertas-Cortes,1950,3.0,116,3.0,1.0,1.0,0,0,0,0,1
1152,Centro,Piso en calle de Esparteros,8,Sol,1500,3.0,77,4.0,0.0,1.0,0,0,0,0,5
1153,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,7500,4.0,512,2.0,1.0,1.0,0,0,0,0,1
1154,Centro,Piso en Marqués de Cubas,,Huertas-Cortes,3000,3.0,220,1.0,1.0,1.0,0,0,0,0,1
1155,Centro,Piso en plaza General Vara de Rey,11,Lavapiés-Embajadores,900,1.0,60,1.0,1.0,1.0,0,0,0,0,1
1156,Centro,Ático en ATOCHA,,Huertas-Cortes,3500,2.0,112,8.0,1.0,1.0,1,0,0,0,2
1157,Centro,Ático en Espadrillas,,Malasaña-Universidad,3500,2.0,120,5.0,1.0,1.0,1,0,0,0,2
1158,Centro,Piso en calle Nuncio,,Palacio,1550,1.0,92,1.0,1.0,1.0,0,0,0,0,1
1159,Centro,Estudio en calle Amor de Dios,,Huertas-Cortes,950,,65,0.0,1.0,0.0,0,0,0,0,1
1160,Centro,Piso en Siete de julio,,Sol,3000,2.0,90,2.0,1.0,0.0,0,0,0,0,1
1161,Centro,Estudio en calle de fuencarral,,Malasaña-Universidad,1250,,47,3.0,1.0,1.0,0,0,0,0,1
1162,Centro,Piso en calle de Toledo,97,Lavapiés-Embajadores,1485,2.0,115,2.0,1.0,1.0,0,0,0,0,1
1163,Centro,Piso en plaza de España,,Palacio,2100,2.0,88,25.0,1.0,1.0,0,0,0,0,1
1164,Centro,Piso en calle del Mesón de Paredes,17,Lavapiés-Embajadores,1200,2.0,50,2.0,1.0,1.0,0,0,0,0,1
1165,Centro,Piso en plaza de Cascorro,9,Lavapiés-Embajadores,1550,2.0,93,2.0,1.0,1.0,0,0,0,0,1
1166,Centro,Piso en plaza del Conde de Miranda,4,Palacio,1650,2.0,107,3.0,1.0,1.0,0,0,0,0,1
1167,Centro,Piso en calle Virgen de los Peligros,,Sol,2700,2.0,135,3.0,1.0,1.0,0,0,0,0,1
1168,Centro,Piso en calle Marqués de Santa Ana,1,Malasaña-Universidad,1550,3.0,70,3.0,1.0,1.0,0,0,0,0,1
1169,Centro,Piso en via GRAN,,Palacio,3000,2.0,102,7.0,1.0,1.0,0,0,0,0,1
1170,Centro,Piso en calle concepción jerónima,,Lavapiés-Embajadores,1600,1.0,70,3.0,1.0,1.0,0,0,0,0,1
1171,Centro,Piso en calle campomanes,5,Palacio,2565,2.0,120,2.0,1.0,0.0,0,0,0,0,1
1172,Centro,Piso en calle de Zorrilla,,Huertas-Cortes,1200,1.0,78,4.0,1.0,1.0,0,0,0,0,1
1173,Centro,Ático en Augusto Figueroa,,Chueca-Justicia,1400,2.0,100,5.0,0.0,1.0,1,0,0,0,2
1174,Centro,Piso en calle de la Montera,13,Sol,1000,1.0,45,3.0,1.0,1.0,0,0,0,0,1
1175,Centro,Piso en plaza Tirso de Molina,5,Lavapiés-Embajadores,1800,2.0,140,5.0,1.0,1.0,0,0,0,0,1
1176,Centro,Piso en Carrera de San Jerónimo,,Sol,2000,2.0,113,4.0,1.0,1.0,0,0,0,0,1
1177,Centro,Piso en calle de Manuel Fernández y González,,Huertas-Cortes,1000,2.0,60,4.0,0.0,1.0,0,0,0,0,5
1178,Centro,Piso en plaza Mayor,26,Sol,3600,3.0,160,2.0,1.0,0.0,0,0,0,0,1
1179,Centro,Piso en calle de las navas de tolosa,9,Sol,1990,2.0,126,2.0,1.0,1.0,0,0,0,0,1
1180,Centro,Piso en calle del Almirante,1,Chueca-Justicia,3105,2.0,128,3.0,1.0,1.0,0,0,0,0,1
1181,Centro,Piso en calle guillermo rolland,1,Palacio,2700,2.0,119,2.0,1.0,1.0,0,0,0,0,1
1182,Centro,Piso en plaza santiago,14,Palacio,3105,2.0,156,4.0,1.0,1.0,0,0,0,0,1
1183,Centro,Piso en calle del Desengaño,11,Malasaña-Universidad,1390,1.0,48,2.0,1.0,1.0,0,0,0,0,1
1184,Centro,Piso en Huertas-Cortes,,Huertas-Cortes,890,2.0,52,2.0,0.0,0.0,0,0,0,0,5
1185,Centro,Ático en PELAYO,14,Chueca-Justicia,1600,2.0,60,4.0,1.0,1.0,1,0,0,0,2
1186,Centro,Piso en calle de santiago,,Palacio,1750,1.0,54,0.0,1.0,,0,0,0,0,1
1187,Centro,Piso en calle divino pastor,,Malasaña-Universidad,825,1.0,40,4.0,1.0,0.0,0,0,0,0,1
1188,Centro,Piso en calle de Santa Cruz de Marcenado,,Malasaña-Universidad,1000,2.0,42,1.0,0.0,1.0,0,0,0,0,5
1189,Centro,Piso en Imperial,7,Sol,1700,3.0,97,3.0,1.0,1.0,0,0,0,0,1
1190,Centro,Piso en calle Mayor,,Sol,990,1.0,40,4.0,1.0,1.0,0,0,0,0,1
1191,Centro,Piso en calle de san joaquín,16,Malasaña-Universidad,1400,1.0,70,1.0,1.0,1.0,0,0,0,0,1
1192,Centro,Piso en Gran Vía de San Francisco,,Palacio,925,1.0,55,1.0,1.0,1.0,0,0,0,0,1
1193,Centro,Piso en calle de toledo,99,Lavapiés-Embajadores,1600,1.0,74,4.0,1.0,1.0,0,0,0,0,1
1194,Centro,Ático en plaza mostenses,,Malasaña-Universidad,1500,1.0,70,7.0,1.0,1.0,1,0,0,0,2
1195,Centro,Piso en calle de Toledo,123,Lavapiés-Embajadores,1650,2.0,100,3.0,1.0,1.0,0,0,0,0,1
1197,Centro,Piso en calle de Toledo,,Lavapiés-Embajadores,1600,1.0,74,4.0,0.0,1.0,0,0,0,0,5
1198,Centro,Piso en calle de la Gran Via,,Malasaña-Universidad,1700,1.0,80,7.0,1.0,1.0,0,0,0,0,1
1199,Centro,Piso en Sol,,Sol,1850,2.0,120,4.0,1.0,1.0,0,0,0,0,1
1200,Centro,Piso en argensola,,Chueca-Justicia,2350,1.0,112,2.0,1.0,1.0,0,0,0,0,1
1201,Centro,Piso en calle Juan de Herrera,,Palacio,1400,2.0,70,3.0,0.0,1.0,0,0,0,0,5
1202,Centro,Piso en calle pedro Zerolo,5,Chueca-Justicia,1950,3.0,170,1.0,1.0,0.0,0,0,0,0,1
1203,Centro,Piso en calle Miguel Servet,4,Lavapiés-Embajadores,900,1.0,35,1.0,0.0,0.0,0,0,0,0,5
1204,Centro,Piso en calle Amaniel,,Malasaña-Universidad,1150,1.0,70,1.0,1.0,1.0,0,0,0,0,1
1205,Centro,Piso en calle del Mesón de Paredes,,Lavapiés-Embajadores,1380,2.0,90,3.0,1.0,0.0,0,0,0,0,1
1206,Centro,Ático en calle san roque,12,Malasaña-Universidad,730,2.0,50,5.0,1.0,1.0,1,0,0,0,2
1207,Centro,Piso en calle de Zorrilla,23,Huertas-Cortes,1250,1.0,58,4.0,1.0,1.0,0,0,0,0,1
1208,Centro,Piso en Palacio,,Palacio,1400,2.0,75,2.0,1.0,1.0,0,0,0,0,1
1209,Centro,Piso en calle Corredera Baja de San Pablo,,Malasaña-Universidad,1110,1.0,55,4.0,1.0,1.0,0,0,0,0,1
1210,Centro,Piso en Sol,,Sol,1700,1.0,90,5.0,,,0,0,0,0,5
1211,Centro,Piso en calle de valencia,23,Lavapiés-Embajadores,1100,3.0,100,2.0,1.0,1.0,0,0,0,0,1
1212,Centro,Dúplex en Sol,,Sol,1700,1.0,89,5.0,1.0,1.0,0,0,1,0,1
1213,Centro,Piso en calle San Marcos,,Chueca-Justicia,7450,5.0,557,2.0,1.0,1.0,0,0,0,0,1
1214,Centro,Piso en Sagasta,12,Chueca-Justicia,2835,2.0,112,4.0,1.0,1.0,0,0,0,0,1
1215,Centro,Piso en calle de Víctor Hugo,4,Chueca-Justicia,2025,1.0,56,1.0,1.0,1.0,0,0,0,0,1
1216,Centro,Piso en Sol,,Sol,2500,3.0,194,4.0,1.0,1.0,0,0,0,0,1
1217,Centro,Piso en costanilla de los Átngeles,15,Palacio,1890,1.0,60,1.0,1.0,1.0,0,0,0,0,1
1218,Centro,Estudio en calle de Cervantes,30,Huertas-Cortes,1150,,50,4.0,1.0,1.0,0,0,0,0,1
1219,Centro,Piso en calle Moratín,21,Huertas-Cortes,700,1.0,40,4.0,1.0,0.0,0,0,0,0,1
1220,Centro,Piso en salitre,,Lavapiés-Embajadores,595,1.0,37,0.0,0.0,0.0,0,0,0,0,5
1221,Centro,Piso en calle de las infantas,,Chueca-Justicia,1700,2.0,80,1.0,1.0,1.0,0,0,0,0,1
1222,Centro,Piso en calle casino,,Lavapiés-Embajadores,1300,3.0,79,1.0,1.0,1.0,0,0,0,0,1
1223,Centro,Piso en calle del carmen,,Sol,1500,2.0,122,3.0,1.0,1.0,0,0,0,0,1
1224,Centro,Piso en conde de xiquena,,Chueca-Justicia,1600,1.0,65,1.0,1.0,1.0,0,0,0,0,1
1226,Centro,Piso en calle del Doctor Cortezo,11,Lavapiés-Embajadores,1300,1.0,86,2.0,1.0,1.0,0,0,0,0,1
1227,Centro,Piso en calle Mancebos,8,Palacio,1350,2.0,75,3.0,1.0,0.0,0,0,0,0,1
1228,Centro,Piso en calle de la Bolsa,10,Sol,1200,2.0,70,3.0,0.0,0.0,0,0,0,0,5
1229,Centro,Estudio en cuesta Santo Domingo,3,Palacio,1050,,35,4.0,0.0,1.0,0,0,0,0,5
1230,Centro,Estudio en calle de la Ruda,,Lavapiés-Embajadores,950,,49,5.0,1.0,0.0,0,0,0,0,1
1231,Centro,Piso en Lavapiés-Embajadores,,Lavapiés-Embajadores,2500,4.0,200,1.0,1.0,1.0,0,0,0,0,1
1232,Centro,Piso en Palacio,,Palacio,1400,2.0,75,2.0,1.0,1.0,0,0,0,0,1
1233,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,2600,4.0,200,4.0,1.0,1.0,0,0,0,0,1
1234,Centro,Piso en plaza de Carros,3,Palacio,2025,2.0,75,1.0,1.0,1.0,0,0,0,0,1
1235,Centro,Piso en puerta del Sol,13,Sol,1890,1.0,40,5.0,1.0,1.0,0,0,0,0,1
1236,Centro,Piso en Palacio,,Palacio,3900,2.0,190,1.0,1.0,1.0,0,0,0,0,1
1237,Centro,Piso en calle Doctor Piga,8,Lavapiés-Embajadores,1500,1.0,100,0.0,1.0,1.0,0,0,0,0,1
1238,Centro,Piso en Palacio,,Palacio,3000,2.0,170,6.0,1.0,1.0,0,0,0,0,1
1240,Centro,Piso en San Joaquin,12,Malasaña-Universidad,2430,2.0,80,2.0,1.0,1.0,0,0,0,0,1
1241,Centro,Piso en Lavapiés-Embajadores,,Lavapiés-Embajadores,1200,1.0,76,5.0,1.0,1.0,0,0,0,0,1
1242,Centro,Piso en Palacio,,Palacio,16000,4.0,390,1.0,1.0,1.0,0,0,0,0,1
1243,Centro,Piso en calle marqués de la ensenada,16,Chueca-Justicia,2160,1.0,49,11.0,1.0,1.0,0,0,0,0,1
1244,Centro,Piso en san joaquín,16,Malasaña-Universidad,2160,1.0,71,2.0,1.0,1.0,0,0,0,0,1
1245,Centro,Piso en calle barbieri,20,Chueca-Justicia,3375,3.0,121,2.0,1.0,0.0,0,0,0,0,1
1246,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,7500,4.0,535,2.0,1.0,,0,0,0,0,1
1247,Centro,Ático en Chueca-Justicia,,Chueca-Justicia,5000,4.0,280,7.0,1.0,1.0,1,0,0,0,2
1248,Centro,Piso en calle de serrano anguita,7,Chueca-Justicia,2565,2.0,80,1.0,1.0,1.0,0,0,0,0,1
1249,Centro,Ático en san agustin,18,Huertas-Cortes,2160,1.0,65,5.0,1.0,1.0,1,0,0,0,2
1250,Centro,Dúplex en calle Lope de Vega,26,Huertas-Cortes,2700,2.0,120,4.0,0.0,1.0,0,0,1,0,5
1251,Centro,Ático en Palacio,,Palacio,1650,2.0,78,3.0,1.0,0.0,1,0,0,0,2
1252,Centro,Estudio en Marqués de la Ensenada,,Chueca-Justicia,1000,,30,10.0,0.0,1.0,0,0,0,0,5
1253,Centro,Piso en calle de hortaleza,96,Chueca-Justicia,675,1.0,40,1.0,0.0,1.0,0,0,0,0,5
1254,Centro,Piso en Palacio,,Palacio,1400,2.0,110,1.0,1.0,1.0,0,0,0,0,1
1255,Centro,Estudio en calle de hortaleza,102,Chueca-Justicia,915,,35,2.0,0.0,1.0,0,0,0,0,5
1256,Centro,Piso en Princesa,,Malasaña-Universidad,1400,2.0,110,3.0,1.0,1.0,0,0,0,0,1
1257,Centro,Piso en Palacio,,Palacio,1800,3.0,117,1.0,1.0,1.0,0,0,0,0,1
1259,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,7500,4.0,557,2.0,1.0,1.0,0,0,0,0,1
1260,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,5800,4.0,354,2.0,1.0,1.0,0,0,0,0,1
1261,Centro,Piso en SAGASTA,,Chueca-Justicia,1800,3.0,130,5.0,1.0,1.0,0,0,0,0,1
1262,Centro,Piso en Sol,,Sol,1500,2.0,70,,,0.0,0,0,0,0,5
1263,Centro,Piso en Serrano Anguita,,Chueca-Justicia,2500,3.0,200,5.0,1.0,1.0,0,0,0,0,1
1264,Centro,Piso en calle de la Montera,36,Sol,1290,2.0,87,4.0,0.0,1.0,0,0,0,0,5
1265,Centro,Piso en plaza de Chueca,,Chueca-Justicia,1950,3.0,114,2.0,1.0,1.0,0,0,0,0,1
1266,Centro,Ático en calle de la cava alta,32,Palacio,900,1.0,40,4.0,1.0,0.0,1,0,0,0,2
1267,Centro,Estudio en huertas-cortes,,Huertas-Cortes,1200,,60,2.0,1.0,1.0,0,0,0,0,1
1268,Centro,Piso en plaza de Pedro Zerolo,,Chueca-Justicia,2600,2.0,70,3.0,1.0,1.0,0,0,0,0,1
1269,Centro,Piso en Sol,,Sol,1500,1.0,52,5.0,1.0,1.0,0,0,0,0,1
1270,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,2100,1.0,82,4.0,1.0,1.0,0,0,0,0,1
1271,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,4500,2.0,140,2.0,1.0,1.0,0,0,0,0,1
1272,Centro,Ático en Chueca-Justicia,,Chueca-Justicia,4800,2.0,235,6.0,1.0,1.0,1,0,0,0,2
1274,Centro,Piso en calle Conde de Miranda,,Palacio,1200,1.0,50,3.0,1.0,1.0,0,0,0,0,1
1275,Centro,Piso en calle churruca,18,Chueca-Justicia,2005,3.0,90,3.0,1.0,1.0,0,0,0,0,1
1276,Centro,Ático en Palacio,,Palacio,2800,5.0,160,5.0,,1.0,1,0,0,0,2
1277,Centro,Estudio en puerta de moros,,Palacio,600,,30,4.0,1.0,1.0,0,0,0,0,1
1279,Centro,Piso en SAN MARCOS,,Chueca-Justicia,1100,1.0,50,2.0,1.0,1.0,0,0,0,0,1
1280,Centro,Piso en rodas,,Lavapiés-Embajadores,750,1.0,38,2.0,0.0,0.0,0,0,0,0,5
1281,Centro,Estudio en calle Pérez Galdós,4,Chueca-Justicia,1550,,60,1.0,0.0,1.0,0,0,0,0,5
1282,Centro,Estudio en calle Pérez Galdós,4,Chueca-Justicia,1550,,60,1.0,1.0,1.0,0,0,0,0,1
1283,Centro,Piso en Huertas-Cortes,,Huertas-Cortes,1500,2.0,100,6.0,0.0,1.0,0,0,0,0,5
1284,Centro,Piso en Malasaña-Universidad,,Malasaña-Universidad,900,1.0,38,1.0,0.0,1.0,0,0,0,0,5
1285,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,1350,1.0,72,3.0,1.0,1.0,0,0,0,0,1
1286,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,1250,1.0,70,1.0,1.0,1.0,0,0,0,0,1
1287,Centro,Estudio en Chueca-Justicia,,Chueca-Justicia,980,,40,4.0,1.0,1.0,0,0,0,0,1
1288,Centro,Estudio en Malasaña-Universidad,,Malasaña-Universidad,1450,,70,3.0,1.0,1.0,0,0,0,0,1
1291,Centro,Piso en calle conde de romanones,14,Lavapiés-Embajadores,1750,2.0,60,4.0,0.0,1.0,0,0,0,0,5
1292,Centro,Estudio en calle Manuela Malasaña,5,Malasaña-Universidad,1215,,35,1.0,0.0,1.0,0,0,0,0,5
1293,Centro,Piso en calle del Amparo,66,Lavapiés-Embajadores,750,1.0,37,1.0,0.0,0.0,0,0,0,0,5
1294,Centro,Piso en calle Jesús y María,20,Lavapiés-Embajadores,790,1.0,35,4.0,0.0,1.0,0,0,0,0,5
1296,Centro,Piso en calle Zorrilla,23,Huertas-Cortes,1300,1.0,60,4.0,1.0,1.0,0,0,0,0,1
1297,Centro,Ático en Cedaceros,,Huertas-Cortes,2100,1.0,121,5.0,1.0,1.0,1,0,0,0,2
1299,Centro,Piso en calle de Barbieri,,Chueca-Justicia,950,1.0,43,0.0,0.0,0.0,0,0,0,0,5
1300,Centro,Piso en Chueca-Justicia,,Chueca-Justicia,2350,1.0,110,2.0,1.0,1.0,0,0,0,0,1
1301,Centro,Piso en Conde de Romanones,,Lavapiés-Embajadores,1750,2.0,70,1.0,1.0,1.0,0,0,0,0,1
1302,Centro,Piso en plaza de las Comendadoras,,Malasaña-Universidad,1250,1.0,54,1.0,1.0,0.0,0,0,0,0,1
1303,Centro,Piso en calle San Bartolomé,12,Chueca-Justicia,1400,1.0,70,1.0,0.0,0.0,0,0,0,0,5
1304,Centro,Ático en Sol,,Sol,3800,3.0,300,4.0,1.0,1.0,1,0,0,0,2
1305,Centro,Piso en Malasaña-Universidad,,Malasaña-Universidad,1200,1.0,70,1.0,1.0,1.0,0,0,0,0,1
1306,Centro,Piso en calle de la Alameda,16,Huertas-Cortes,1600,2.0,80,2.0,1.0,1.0,0,0,0,0,1
1307,Centro,Piso en calle de San Mateo,22,Chueca-Justicia,1300,1.0,60,1.0,1.0,1.0,0,0,0,0,1
1308,Centro,Piso en Palacio,,Palacio,2300,2.0,205,1.0,1.0,1.0,0,0,0,0,1
1309,Centro,Piso en paseo del Prado,,Huertas-Cortes,2100,4.0,156,2.0,1.0,1.0,0,0,0,0,1
1310,Centro,Piso en calle Átguila,7,Palacio,900,1.0,55,2.0,1.0,0.0,0,0,0,0,1
1311,Centro,Piso en calle del amparo,,Lavapiés-Embajadores,600,1.0,15,3.0,,,0,0,0,0,5
1312,Centro,Piso en Lavapiés-Embajadores,,Lavapiés-Embajadores,1600,2.0,95,,,0.0,0,0,0,0,5
1313,Centro,Piso en Huertas-Cortes,,Huertas-Cortes,1300,3.0,85,4.0,1.0,0.0,0,0,0,0,1
1314,Centro,Piso en Sol,,Sol,2000,2.0,120,4.0,1.0,1.0,0,0,0,0,1
1316,Centro,Piso en Palacio,,Palacio,1550,1.0,92,1.0,1.0,1.0,0,0,0,0,1
1317,Centro,Piso en Malasaña-Universidad,,Malasaña-Universidad,900,1.0,38,0.0,1.0,1.0,0,0,0,0,1
1318,Centro,Piso en Malasaña-Universidad,,Malasaña-Universidad,2200,2.0,120,3.0,1.0,1.0,0,0,0,0,1
