Id,District,Address,Number,Area,Rent,Bedrooms,Sq.Mt,Floor,Outer,Elevator,Penthouse,Cottage,Duplex,Semidetached,Cluster
1552,Chamartín,Piso en Juan Ramón Jiménez,,Bernabéu-Hispanoamérica,1300,1.0,85,6.0,1.0,1.0,0,0,0,0,1
1553,Chamartín,Piso en paseo de la Castellana,,El Viso,6500,5.0,420,3.0,1.0,1.0,0,0,0,0,1
1554,Chamartín,Piso en calle Pedro de Valdivia,,El Viso,5950,4.0,380,7.0,1.0,1.0,0,0,0,0,1
1555,Chamartín,Piso en calle Daganzo,,Prosperidad,850,1.0,40,0.0,0.0,1.0,0,0,0,0,5
1556,Chamartín,Piso en Costa Rica,,Bernabéu-Hispanoamérica,2200,5.0,220,1.0,1.0,1.0,0,0,0,0,1
1557,Chamartín,Chalet pareado en Nueva España,,en Nueva España,3500,5.0,254,,,,0,1,0,0,5
1558,Chamartín,Piso en calle Potosí,,Bernabéu-Hispanoamérica,1850,2.0,134,3.0,1.0,1.0,0,0,0,0,1
1559,Chamartín,Dúplex en El Viso,,El Viso,3149,4.0,250,0.0,1.0,1.0,0,0,1,0,1
1560,Chamartín,Piso en paseo de la Castellana,,Bernabéu-Hispanoamérica,1800,3.0,146,8.0,1.0,1.0,0,0,0,0,1
1561,Chamartín,Piso en calle Condes del Val,28,Bernabéu-Hispanoamérica,2000,1.0,90,2.0,1.0,1.0,0,0,0,0,1
1562,Chamartín,Piso en avenida de Pío XII,94,Castilla,2500,4.0,150,3.0,1.0,1.0,0,0,0,0,1
1563,Chamartín,Ático en El Viso,,en El Viso,3200,2.0,214,8.0,1.0,1.0,1,0,0,0,2
1564,Chamartín,Piso en calle Bolivia,5,Bernabéu-Hispanoamérica,1800,2.0,145,12.0,1.0,1.0,0,0,0,0,1
1565,Chamartín,Dúplex en calle Mataelpino,1,Prosperidad,1000,2.0,90,2.0,1.0,1.0,0,0,1,0,1
1566,Chamartín,Piso en calle de Benigno Soto,12,Ciudad Jardín,1900,3.0,115,3.0,1.0,1.0,0,0,0,0,1
1567,Chamartín,Estudio en calle Sánchez Pacheco,,Ciudad Jardín,800,,60,0.0,1.0,1.0,0,0,0,0,1
1568,Chamartín,Piso en calle de Josep Pla,,Ciudad Jardín,1350,2.0,90,1.0,1.0,1.0,0,0,0,0,1
1569,Chamartín,Piso en Bernabéu-Hispanoamérica,,Bernabéu-Hispanoamérica,3400,3.0,170,1.0,1.0,1.0,0,0,0,0,1
1570,Chamartín,Piso en Nueva España,,Nueva España,1750,2.0,96,11.0,1.0,1.0,0,0,0,0,1
1571,Chamartín,Piso en El Viso,,El Viso,3000,4.0,200,5.0,,,0,0,0,0,5
1572,Chamartín,Chalet pareado en Nueva España,,en Nueva España,3700,7.0,255,,,,0,1,0,0,5
1573,Chamartín,Piso en calle Guatemala,1,Nueva España,1150,2.0,89,2.0,1.0,1.0,0,0,0,0,1
1575,Chamartín,Piso en Ciudad Jardín,,Ciudad Jardín,2200,2.0,100,2.0,1.0,1.0,0,0,0,0,1
1576,Chamartín,Piso en calle de juan ramón jiménez,8,Bernabéu-Hispanoamérica,2160,1.0,72,3.0,1.0,1.0,0,0,0,0,1
1577,Chamartín,Piso en calle del pinar,22,El Viso,2700,1.0,68,0.0,1.0,1.0,0,0,0,0,1
1578,Chamartín,Piso en calle del príncipe de vergara,136,Ciudad Jardín,3150,2.0,75,8.0,1.0,1.0,0,0,0,0,1
1579,Chamartín,Piso en calle Pedro Muguruza,3,Nueva España,2565,2.0,80,7.0,1.0,1.0,0,0,0,0,1
1580,Chamartín,Piso en calle Antonio Rodriguez Villa,17,El Viso,1900,2.0,119,1.0,1.0,1.0,0,0,0,0,1
1581,Chamartín,Piso en calle antonio pérez,,El Viso,1150,2.0,70,1.0,,,0,0,0,0,5
1582,Chamartín,Piso en calle San Julio,,El Viso,2500,3.0,145,0.0,1.0,1.0,0,0,0,0,1
1583,Chamartín,Piso en paseo de la Castellana,166,Nueva España,1400,2.0,78,6.0,1.0,1.0,0,0,0,0,1
1584,Chamartín,Piso en paseo de La habana,,El Viso,2200,2.0,120,7.0,1.0,1.0,0,0,0,0,1
1585,Chamartín,Piso en Daganzo,18,Prosperidad,950,1.0,40,1.0,0.0,0.0,0,0,0,0,5
1586,Chamartín,Piso en Puenteareas,,Prosperidad,1350,3.0,120,4.0,1.0,1.0,0,0,0,0,1
1587,Chamartín,Ático en calle Fernán Núñez,35,Bernabéu-Hispanoamérica,4900,4.0,240,1.0,1.0,1.0,1,0,0,0,2
1589,Chamartín,Piso en avenida de Alberto de Alcocer,41,Nueva España,950,1.0,45,3.0,1.0,1.0,0,0,0,0,1
1590,Chamartín,Ático en avenida Burgos,50,Castilla,5990,4.0,280,17.0,1.0,1.0,1,0,0,0,2
1591,Chamartín,Piso en Bernabéu-Hispanoamérica,,Bernabéu-Hispanoamérica,2800,4.0,210,8.0,1.0,1.0,0,0,0,0,1
1592,Chamartín,Piso en El Viso,,El Viso,2700,3.0,105,0.0,1.0,0.0,0,0,0,0,1
1594,Chamartín,Piso en juan hurtado de mendoza,,Nueva España,3000,4.0,238,9.0,1.0,1.0,0,0,0,0,1
1595,Chamartín,Piso en calle Henri Dunant,,Nueva España,5000,5.0,356,5.0,1.0,1.0,0,0,0,0,1
1596,Chamartín,Piso en HENRI DUNANT,23,Nueva España,1325,1.0,75,2.0,1.0,1.0,0,0,0,0,1
1597,Chamartín,Piso en Nueva España,,Nueva España,2200,3.0,210,5.0,1.0,1.0,0,0,0,0,1
1598,Chamartín,Piso en Nueva España,,Nueva España,2600,3.0,180,4.0,1.0,1.0,0,0,0,0,1
1599,Chamartín,Piso en San Ernesto,,Ciudad Jardín,870,2.0,65,1.0,0.0,1.0,0,0,0,0,5
1600,Chamartín,Piso en El Viso,,El Viso,2650,4.0,165,7.0,1.0,1.0,0,0,0,0,1
1601,Chamartín,Piso en calle de los Caidos de la División Azul,1,Nueva España,1500,1.0,75,1.0,1.0,1.0,0,0,0,0,1
1602,Chamartín,Piso en Prosperidad,,Prosperidad,6000,4.0,415,0.0,1.0,0.0,0,0,0,0,1
1603,Chamartín,Ático en calle Fuente del Saz,6,Bernabéu-Hispanoamérica,700,,50,3.0,0.0,1.0,1,0,0,0,2
1604,Chamartín,Piso en Castilla,,Castilla,1475,2.0,120,6.0,1.0,1.0,0,0,0,0,1
1605,Chamartín,Ático en El Viso,,en El Viso,3690,3.0,398,3.0,1.0,1.0,1,0,0,0,2
1606,Chamartín,Piso en calle del Príncipe de Vergara,261,Bernabéu-Hispanoamérica,1380,2.0,70,1.0,1.0,1.0,0,0,0,0,1
1607,Chamartín,Piso en Infanta María Teresa,,Bernabéu-Hispanoamérica,3000,3.0,150,6.0,1.0,1.0,0,0,0,0,1
1608,Chamartín,Piso en calle Juan Bautista de Toledo,,Prosperidad,1250,2.0,96,4.0,1.0,1.0,0,0,0,0,1
1609,Chamartín,Piso en Ciudad Jardín,,Ciudad Jardín,1400,4.0,107,3.0,1.0,1.0,0,0,0,0,1
1610,Chamartín,Piso en Bernabéu-Hispanoamérica,,Bernabéu-Hispanoamérica,2800,4.0,180,3.0,1.0,1.0,0,0,0,0,1
1611,Chamartín,Piso en Chile,17,Bernabéu-Hispanoamérica,1100,2.0,65,0.0,0.0,1.0,0,0,0,0,5
1612,Chamartín,Piso en avenida de Alberto de Alcocer,,Bernabéu-Hispanoamérica,1090,1.0,50,5.0,1.0,1.0,0,0,0,0,1
1613,Chamartín,Piso en paseo de La Habana,,El Viso,2400,3.0,140,3.0,1.0,1.0,0,0,0,0,1
1614,Chamartín,Piso en calle julio lópez,,Prosperidad,6000,5.0,308,0.0,1.0,0.0,0,0,0,0,1
1615,Chamartín,Ático en El Viso,,en El Viso,2900,1.0,90,4.0,1.0,1.0,1,0,0,0,2
1616,Chamartín,Piso en Alberto Alcocer,,Nueva España,950,1.0,45,3.0,1.0,1.0,0,0,0,0,1
1617,Chamartín,Piso en El Viso,,El Viso,3500,4.0,200,2.0,1.0,1.0,0,0,0,0,1
1618,Chamartín,Piso en calle Henri Dunant,,Nueva España,5000,5.0,359,5.0,1.0,1.0,0,0,0,0,1
1619,Chamartín,Ático en calle Henri Dunant,,Nueva España,2500,2.0,149,7.0,1.0,1.0,1,0,0,0,2
1621,Chamartín,Piso en El Viso,,El Viso,2500,3.0,120,0.0,1.0,1.0,0,0,0,0,1
1622,Chamartín,Piso en Nueva España,,Nueva España,1800,1.0,90,7.0,1.0,1.0,0,0,0,0,1
1623,Chamartín,Piso en calle de juan ramón jiménez,8,Bernabéu-Hispanoamérica,1600,1.0,95,7.0,1.0,1.0,0,0,0,0,1
1624,Chamartín,Piso en victor de la serna,,Bernabéu-Hispanoamérica,1100,1.0,55,0.0,1.0,1.0,0,0,0,0,1
1625,Chamartín,Piso en calle San Ernesto,,Ciudad Jardín,870,2.0,60,1.0,0.0,1.0,0,0,0,0,5
1626,Chamartín,Piso en calle de puerto rico,,Bernabéu-Hispanoamérica,1300,3.0,97,4.0,1.0,1.0,0,0,0,0,1
1627,Chamartín,Piso en calle de Pastora Imperio,,Castilla,1900,3.0,141,10.0,1.0,1.0,0,0,0,0,1
1628,Chamartín,Piso en Cardenal Marcelo Spínola,,Castilla,1000,1.0,70,10.0,1.0,1.0,0,0,0,0,1
1629,Chamartín,Piso en Bernabéu-Hispanoamérica,,Bernabéu-Hispanoamérica,2050,2.0,138,4.0,1.0,1.0,0,0,0,0,1
1630,Chamartín,Piso en Nueva España,,Nueva España,1400,2.0,70,0.5,,,0,0,0,0,5
1631,Chamartín,Ático en El Viso,,en El Viso,2495,3.0,110,4.0,1.0,1.0,1,0,0,0,2
1632,Chamartín,Piso en Nueva España,,Nueva España,3200,4.0,209,2.0,1.0,1.0,0,0,0,0,1
1633,Chamartín,Piso en avenida de Alfonso XIII,145,Nueva España,1200,3.0,104,3.0,1.0,1.0,0,0,0,0,1
1634,Chamartín,Piso en calle del Duque de Sevilla,18,El Viso,2000,4.0,148,4.0,1.0,1.0,0,0,0,0,1
1635,Chamartín,Piso en Nueva España,,Nueva España,3200,4.0,205,2.0,1.0,1.0,0,0,0,0,1
1636,Chamartín,Piso en plaza Paseo de la Castellana,,Bernabéu-Hispanoamérica,4500,4.0,208,2.0,1.0,1.0,0,0,0,0,1
1638,Chamartín,Piso en Prosperidad,,Prosperidad,1100,2.0,105,,,,0,0,0,0,5
1639,Chamartín,Piso en calle Juan Bautista de Toledo,,Prosperidad,1250,2.0,100,4.0,1.0,1.0,0,0,0,0,1
1641,Chamartín,Piso en calle Víctor de la Serna,,Bernabéu-Hispanoamérica,1100,1.0,60,0.0,1.0,1.0,0,0,0,0,1
1642,Chamartín,Piso en calle de Cartagena,,Prosperidad,725,1.0,60,0.5,1.0,1.0,0,0,0,0,1
1643,Chamartín,Piso en calle del Doctor Fleming,,Bernabéu-Hispanoamérica,2900,4.0,212,4.0,1.0,1.0,0,0,0,0,1
1644,Chamartín,Piso en El Viso,,El Viso,2500,2.0,115,6.0,1.0,1.0,0,0,0,0,1
1645,Chamartín,Piso en Bernabéu-Hispanoamérica,,Bernabéu-Hispanoamérica,2870,2.0,185,10.0,1.0,1.0,0,0,0,0,1
1646,Chamartín,Piso en Nueva España,,Nueva España,1725,1.0,74,,,,0,0,0,0,5
1647,Chamartín,Piso en Castilla,,Castilla,1100,1.0,70,6.0,1.0,1.0,0,0,0,0,1
1648,Chamartín,Piso en Bernabéu-Hispanoamérica,,Bernabéu-Hispanoamérica,1100,1.0,55,,,1.0,0,0,0,0,1
1649,Chamartín,Estudio en calle de Velázquez,146,El Viso,750,,32,8.0,1.0,1.0,0,0,0,0,1
1650,Chamartín,Piso en Nueva España,,Nueva España,1700,3.0,100,3.0,1.0,1.0,0,0,0,0,1
1652,Chamartín,Piso en avenida de Pío XII,,Castilla,1700,2.0,110,10.0,1.0,1.0,0,0,0,0,1
1653,Chamartín,Piso en Castilla,,Castilla,1700,2.0,110,13.0,1.0,1.0,0,0,0,0,1
1654,Chamartín,Ático en calle del Lérez,,El Viso,4500,4.0,260,3.0,1.0,1.0,1,0,0,0,2
1655,Chamartín,Piso en calle del Principe de Vergara,,Bernabéu-Hispanoamérica,1400,2.0,86,3.0,0.0,1.0,0,0,0,0,5
1656,Chamartín,Piso en calle de Padre Damián,29,Nueva España,3000,4.0,250,7.0,1.0,1.0,0,0,0,0,1
1657,Chamartín,Piso en paseo de la Castellana,174,Nueva España,1250,1.0,65,1.0,1.0,1.0,0,0,0,0,1
1658,Chamartín,Piso en calle del Padre Claret,6,Prosperidad,1500,4.0,150,7.0,1.0,1.0,0,0,0,0,1
1659,Chamartín,Piso en calle Cochabamba,21,Bernabéu-Hispanoamérica,1400,1.0,100,2.0,1.0,1.0,0,0,0,0,1
1660,Chamartín,Piso en calle Sánchez Pacheco,81,Ciudad Jardín,1250,2.0,76,2.0,1.0,1.0,0,0,0,0,1
1661,Chamartín,Piso en calle de Cartagena,124,Prosperidad,800,1.0,55,1.0,1.0,0.0,0,0,0,0,1
1662,Chamartín,Piso en calle Henri Dunant,,Nueva España,2100,2.0,119,5.0,1.0,1.0,0,0,0,0,1
1663,Chamartín,Piso en calle de Juan Ramón Jiménez,,Bernabéu-Hispanoamérica,1850,1.0,100,7.0,1.0,1.0,0,0,0,0,1
1664,Chamartín,Piso en calle de Juan Ramón Jiménez,,Nueva España,1300,1.0,80,6.0,1.0,1.0,0,0,0,0,1
1665,Chamartín,Piso en Bernabéu-Hispanoamérica,,Bernabéu-Hispanoamérica,1300,1.0,90,6.0,1.0,1.0,0,0,0,0,1
1666,Chamartín,Piso en calle del Doctor Fleming,11,Bernabéu-Hispanoamérica,2750,4.0,176,7.0,1.0,1.0,0,0,0,0,1
1667,Chamartín,Piso en calle Núñez Morgado,4,Castilla,1000,1.0,85,1.0,1.0,1.0,0,0,0,0,1
1668,Chamartín,Piso en Prosperidad,,Prosperidad,980,3.0,75,1.0,1.0,1.0,0,0,0,0,1
1669,Chamartín,Piso en calle de Luis Cabrera,87,Prosperidad,600,1.0,40,2.0,0.0,0.0,0,0,0,0,5
1670,Chamartín,Piso en Castilla,,Castilla,1050,1.0,73,8.0,1.0,1.0,0,0,0,0,1
1671,Chamartín,Piso en Castilla,,Castilla,950,1.0,60,9.0,1.0,1.0,0,0,0,0,1
1672,Chamartín,Piso en Castilla,,Castilla,950,1.0,68,9.0,1.0,1.0,0,0,0,0,1
1673,Chamartín,Piso en Castilla,,Castilla,950,1.0,52,9.0,1.0,1.0,0,0,0,0,1
1674,Chamartín,Piso en Castilla,,Castilla,1050,1.0,70,4.0,1.0,1.0,0,0,0,0,1
1676,Chamartín,Piso en Bernabéu-Hispanoamérica,,Bernabéu-Hispanoamérica,2400,3.0,150,3.0,1.0,1.0,0,0,0,0,1
1677,Chamartín,Piso en Castilla,,Castilla,950,1.0,60,2.0,0.0,1.0,0,0,0,0,5
1678,Chamberí,Estudio en Nuevos Ministerios-Ríos Rosas,,Nuevos Ministerios-Ríos Rosas,750,,50,0.0,0.0,1.0,0,0,0,0,5
1679,Chamberí,Estudio en plaza San Juan de la Cruz,7,Nuevos Ministerios-Ríos Rosas,750,,50,7.0,0.0,1.0,0,0,0,0,5
1680,Chamberí,Piso en Almagro,,Almagro,2500,2.0,111,2.0,1.0,1.0,0,0,0,0,1
1681,Chamberí,Piso en Almagro,,Almagro,2800,3.0,120,5.0,1.0,1.0,0,0,0,0,1
1682,Chamberí,Piso en calle Magallanes,,Arapiles,1300,2.0,75,3.0,1.0,1.0,0,0,0,0,1
1683,Chamberí,Piso en ALMAGRO,,Almagro,2500,2.0,120,2.0,1.0,1.0,0,0,0,0,1
1684,Chamberí,Piso en calle de Fernández de los Rios,78,Gaztambide,750,2.0,36,2.0,1.0,0.0,0,0,0,0,1
1685,Chamberí,Piso en paseo del General Martínez Campos,,Almagro,2500,4.0,218,3.0,1.0,1.0,0,0,0,0,1
1686,Chamberí,Piso en Almagro,,Almagro,2200,2.0,95,1.0,0.0,1.0,0,0,0,0,5
1687,Chamberí,Ático en calle de Fernández de la Hoz,,Nuevos Ministerios-Ríos Rosas,1600,2.0,160,6.0,1.0,1.0,1,0,0,0,2
1688,Chamberí,Piso en isaac peral,,Vallehermoso,1200,1.0,80,6.0,0.0,1.0,0,0,0,0,5
1689,Chamberí,Piso en calle Boix y Morer,3,Vallehermoso,1500,2.0,80,2.0,1.0,1.0,0,0,0,0,1
1690,Chamberí,Piso en Almagro,,Almagro,2900,2.0,115,10.0,1.0,1.0,0,0,0,0,1
1691,Chamberí,Piso en Almagro,,Almagro,4000,4.0,240,2.0,1.0,1.0,0,0,0,0,1
1692,Chamberí,Piso en calle de Espronceda,,Nuevos Ministerios-Ríos Rosas,1000,1.0,55,3.0,1.0,1.0,0,0,0,0,1
1693,Chamberí,Piso en calle Bretón de los Herreros,5,Nuevos Ministerios-Ríos Rosas,1250,1.0,70,5.0,1.0,1.0,0,0,0,0,1
1695,Chamberí,Piso en Luchana,,Trafalgar,975,1.0,55,5.0,1.0,1.0,0,0,0,0,1
1696,Chamberí,Piso en calle Vallehermoso,92,Vallehermoso,1300,2.0,70,5.0,1.0,1.0,0,0,0,0,1
1697,Chamberí,Estudio en calle de María de Guzmán,s/n,Nuevos Ministerios-Ríos Rosas,690,,50,0.0,0.0,0.0,0,0,0,0,5
1698,Chamberí,Estudio en calle Marqués de Lema,7,Vallehermoso,600,,35,3.0,1.0,1.0,0,0,0,0,1
1699,Chamberí,Ático en calle Monteleón,35,Arapiles,750,1.0,36,5.0,0.0,1.0,1,0,0,0,2
1700,Chamberí,Piso en Nuevos Ministerios-Ríos Rosas,,Nuevos Ministerios-Ríos Rosas,3500,4.0,400,,,0.0,0,0,0,0,5
1701,Chamberí,Piso en calle de Breton de los Herreros,,Nuevos Ministerios-Ríos Rosas,1600,2.0,90,4.0,1.0,1.0,0,0,0,0,1
1702,Chamberí,Piso en plaza del Conde del Valle de Súchil,,Arapiles,1900,3.0,120,6.0,1.0,1.0,0,0,0,0,1
1703,Chamberí,Ático en calle de Fernández de los Rios,,Arapiles,1395,1.0,56,8.0,1.0,1.0,1,0,0,0,2
1704,Chamberí,Dúplex en calle Magallanes,,Arapiles,3200,2.0,220,6.0,1.0,1.0,0,0,1,0,1
1705,Chamberí,Piso en FERNANDEZ DE LA HOZ,,Nuevos Ministerios-Ríos Rosas,970,1.0,50,4.0,0.0,1.0,0,0,0,0,5
1706,Chamberí,Ático en calle Magallanes,,Arapiles,3200,2.0,220,6.0,1.0,1.0,1,0,0,0,2
1707,Chamberí,Piso en Vallehermoso,,Vallehermoso,2000,4.0,160,3.0,1.0,1.0,0,0,0,0,1
1708,Chamberí,Piso en calle de alenza,,Nuevos Ministerios-Ríos Rosas,1350,2.0,83,4.0,0.0,1.0,0,0,0,0,5
1709,Chamberí,Piso en calle Luchana,30,Trafalgar,2750,4.0,160,7.0,1.0,1.0,0,0,0,0,1
1710,Chamberí,Ático en calle de Jenner,,Almagro,4500,3.0,354,5.0,1.0,1.0,1,0,0,0,2
1711,Chamberí,Piso en calle de Isaac Peral,42,Gaztambide,1590,2.0,101,15.0,1.0,1.0,0,0,0,0,1
1712,Chamberí,Piso en calle Eduardo Dato,,Almagro,4200,4.0,330,4.0,1.0,1.0,0,0,0,0,1
1713,Chamberí,Estudio en calle Monteleón,48,Trafalgar,800,,35,3.0,0.0,1.0,0,0,0,0,5
1714,Chamberí,Estudio en calle de Meléndez Valdés,,Arapiles,1000,,50,1.0,1.0,1.0,0,0,0,0,1
1715,Chamberí,Piso en paseo de Eduardo Dato,,Almagro,2900,2.0,140,4.0,1.0,1.0,0,0,0,0,1
1716,Chamberí,Piso en calle General Martinez Campos,,Almagro,3900,4.0,250,4.0,1.0,1.0,0,0,0,0,1
1717,Chamberí,Piso en calle General Alvarez de Castro,,Trafalgar,1150,1.0,77,4.0,1.0,1.0,0,0,0,0,1
1718,Chamberí,Piso en Espronceda,23,Nuevos Ministerios-Ríos Rosas,2800,3.0,140,5.0,1.0,1.0,0,0,0,0,1
1719,Chamberí,Piso en calle de Fernández de la Hoz,76,Nuevos Ministerios-Ríos Rosas,2300,4.0,154,3.0,1.0,1.0,0,0,0,0,1
1720,Chamberí,Piso en calle Isaac Peral,42,Gaztambide,3000,4.0,200,11.0,1.0,1.0,0,0,0,0,1
1721,Chamberí,Estudio en calle de Gaztambide,26,Gaztambide,800,,45,4.0,1.0,1.0,0,0,0,0,1
1722,Chamberí,Piso en avenida de filipinas,,Vallehermoso,2800,3.0,130,1.0,1.0,1.0,0,0,0,0,1
1723,Chamberí,Estudio en calle de María de Guzmán,,Nuevos Ministerios-Ríos Rosas,690,,50,0.0,0.0,0.0,0,0,0,0,5
1724,Chamberí,Piso en calle Blasco de Garay,18,Arapiles,2400,4.0,120,5.0,1.0,1.0,0,0,0,0,1
1725,Chamberí,Piso en Almagro,,Almagro,2200,2.0,85,1.0,1.0,1.0,0,0,0,0,1
1726,Chamberí,Piso en calle de Fuencarral,,Trafalgar,2250,2.0,122,4.0,1.0,1.0,0,0,0,0,1
1727,Chamberí,Piso en Galileo,44,Arapiles,900,1.0,48,1.0,0.0,1.0,0,0,0,0,5
1728,Chamberí,Piso en Almagro,,Almagro,4300,4.0,355,3.0,1.0,1.0,0,0,0,0,1
1729,Chamberí,Piso en Almagro,,Almagro,4700,4.0,231,4.0,1.0,1.0,0,0,0,0,1
1730,Chamberí,Piso en calle de san bernardo,,Arapiles,1600,3.0,130,5.0,1.0,1.0,0,0,0,0,1
1731,Chamberí,Piso en Zurbano,71,Almagro,2200,1.0,58,4.0,1.0,1.0,0,0,0,0,1
1732,Chamberí,Piso en calle de zurbano,71,Almagro,1500,1.0,80,2.0,1.0,1.0,0,0,0,0,1
1733,Chamberí,Piso en Galileo,,Arapiles,1380,2.0,115,1.0,1.0,1.0,0,0,0,0,1
1734,Chamberí,Piso en calle Almagro,,Almagro,2500,2.0,122,2.0,1.0,1.0,0,0,0,0,1
1735,Chamberí,Estudio en calle de María de Guzmán,,Nuevos Ministerios-Ríos Rosas,690,,50,0.0,0.0,0.0,0,0,0,0,5
1736,Chamberí,Piso en calle de Breton de los Herreros,,Nuevos Ministerios-Ríos Rosas,1600,2.0,85,4.0,1.0,1.0,0,0,0,0,1
1737,Chamberí,Piso en calle de Alberto Aguilera,70,Gaztambide,1500,2.0,80,2.0,0.0,1.0,0,0,0,0,5
1738,Chamberí,Piso en Trafalgar,,Trafalgar,1300,1.0,75,2.0,1.0,1.0,0,0,0,0,1
1739,Chamberí,Piso en calle el Españoleto,s/n,Almagro,2100,2.0,160,1.0,1.0,1.0,0,0,0,0,1
1740,Chamberí,Piso en calle general ampudia,,Vallehermoso,3000,5.0,260,3.0,1.0,1.0,0,0,0,0,1
1741,Chamberí,Ático en Fernández de la Hoz,,Almagro,1600,2.0,160,6.0,1.0,1.0,1,0,0,0,2
1743,Chamberí,Piso en calle de Fernández de la Hoz,,Almagro,1600,2.0,153,6.0,1.0,1.0,0,0,0,0,1
1745,Chamberí,Piso en plaza del Conde del Valle de Súchil,,Arapiles,1900,3.0,130,6.0,1.0,1.0,0,0,0,0,1
1746,Chamberí,Estudio en calle Maria de Guzman,,Nuevos Ministerios-Ríos Rosas,750,,45,0.0,0.0,0.0,0,0,0,0,5
1747,Chamberí,Ático en calle donoso cortés,,Gaztambide,2400,4.0,175,5.0,,1.0,1,0,0,0,2
1748,Chamberí,Estudio en calle de María de Guzmán,22,Nuevos Ministerios-Ríos Rosas,690,,50,0.0,0.0,0.0,0,0,0,0,5
1749,Chamberí,Piso en calle de Zurbano,,Almagro,1850,2.0,80,5.0,1.0,1.0,0,0,0,0,1
1750,Chamberí,Piso en calle Ponzano,83,Nuevos Ministerios-Ríos Rosas,900,2.0,70,2.0,1.0,0.0,0,0,0,0,1
1751,Chamberí,Piso en breton de los herreros,s/n,Nuevos Ministerios-Ríos Rosas,1250,2.0,65,4.0,1.0,1.0,0,0,0,0,1
1752,Chamberí,Piso en calle de Fernández de los Rios,72,Gaztambide,900,1.0,40,4.0,0.0,1.0,0,0,0,0,5
1753,Chamberí,Piso en calle de Rodríguez San Pedro,24,Arapiles,945,1.0,49,1.0,0.0,1.0,0,0,0,0,5
1754,Chamberí,Estudio en calle de Meléndez Valdés,2,Arapiles,1000,,40,1.0,1.0,1.0,0,0,0,0,1
1755,Chamberí,Piso en plaza del descubridor diego de ordás,,Nuevos Ministerios-Ríos Rosas,990,1.0,55,2.0,1.0,1.0,0,0,0,0,1
1756,Chamberí,Piso en calle de bravo murillo,,Trafalgar,1800,4.0,140,6.0,1.0,1.0,0,0,0,0,1
1758,Chamberí,Piso en Blasco de Garay,18,Arapiles,1500,3.0,75,3.0,0.0,1.0,0,0,0,0,5
1759,Chamberí,Piso en calle de Carranza,2,Trafalgar,1100,1.0,50,6.0,1.0,0.0,0,0,0,0,1
1760,Chamberí,Ático en calle BLASCO DE GARAY,18,Arapiles,1200,2.0,75,6.0,0.0,1.0,1,0,0,0,2
1761,Chamberí,Piso en calle Viriato,38,Trafalgar,1200,3.0,110,2.0,1.0,1.0,0,0,0,0,1
1762,Chamberí,Piso en jordan,3,Trafalgar,740,1.0,39,-0.5,0.0,0.0,0,0,0,0,5
1763,Chamberí,Ático en Almagro,,en Almagro,4000,4.0,240,6.0,1.0,1.0,1,0,0,0,2
1764,Chamberí,Ático en Trafalgar,,en Trafalgar,3500,3.0,225,6.0,1.0,1.0,1,0,0,0,2
1765,Chamberí,Piso en calle de Guzmán el Bueno,,Gaztambide,1100,2.0,65,2.0,1.0,1.0,0,0,0,0,1
1766,Chamberí,Piso en calle de Zurbano,71,Almagro,2430,1.0,69,4.0,1.0,1.0,0,0,0,0,1
1767,Chamberí,Piso en calle de Zurbano,31,Almagro,2970,2.0,100,2.0,1.0,1.0,0,0,0,0,1
1768,Chamberí,Piso en paseo de San Francisco de Sales,15,Vallehermoso,2160,1.0,50,0.0,1.0,0.0,0,0,0,0,1
1769,Chamberí,Piso en García de Paredes,78,Almagro,2970,3.0,85,3.0,0.0,1.0,0,0,0,0,5
1770,Chamberí,Piso en fuencarral,114,Trafalgar,1890,1.0,45,5.0,1.0,1.0,0,0,0,0,1
1771,Chamberí,Piso en fuencarral,114,Trafalgar,1890,1.0,45,3.0,1.0,1.0,0,0,0,0,1
1772,Chamberí,Piso en calle de maría de guzmán,56,Nuevos Ministerios-Ríos Rosas,2835,2.0,90,7.0,1.0,1.0,0,0,0,0,1
1773,Chamberí,Piso en calle Modesto Lafuente,,Nuevos Ministerios-Ríos Rosas,1600,4.0,120,4.0,1.0,1.0,0,0,0,0,1
1774,Chamberí,Piso en calle Vallehermoso,116,Vallehermoso,2000,2.0,90,2.0,1.0,0.0,0,0,0,0,1
1775,Chamberí,Estudio en Nuevos Ministerios-Ríos Rosas,,Nuevos Ministerios-Ríos Rosas,750,,55,0.0,0.0,0.0,0,0,0,0,5
1776,Chamberí,Piso en Nuevos Ministerios-Ríos Rosas,,Nuevos Ministerios-Ríos Rosas,1600,2.0,85,4.0,1.0,1.0,0,0,0,0,1
1777,Chamberí,Ático en calle de Santa Engracia,37,Trafalgar,3100,2.0,120,8.0,1.0,1.0,1,0,0,0,2
1778,Chamberí,Piso en calle de Luchana,30,Trafalgar,2750,4.0,165,7.0,1.0,1.0,0,0,0,0,1
1779,Chamberí,Ático en calle de Alonso Cano,74,Nuevos Ministerios-Ríos Rosas,2000,3.0,112,7.0,1.0,1.0,1,0,0,0,2
1780,Chamberí,Piso en calle de Carranza,4,Trafalgar,1100,1.0,50,6.0,1.0,0.0,0,0,0,0,1
1781,Chamberí,Piso en calle Fernando el Santo,,Almagro,4300,5.0,391,2.0,1.0,1.0,0,0,0,0,1
